Start_Lat,Start_Lng,Distance(mi),Temperature(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Speed(mph),Severity
36.666584,-121.62825,0.01,64.0,78.0,30.11,10.0,6.9,2
37.749413,-122.403809,0.01,70.0,65.0,30.08,10.0,3.5,2
37.364189,-121.911446,0.01,73.0,55.0,30.08,10.0,6.9,2
38.215332,-122.140038,0.01,71.1,63.0,30.06,10.0,3.5,3
37.97897,-122.065147,0.01,72.0,55.0,30.05,10.0,4.6,3
36.552803,-121.910645,0.01,63.0,84.0,30.13,8.0,,2
37.375324,-122.068001,0.01,70.0,63.0,30.1,10.0,3.5,2
36.898842,-121.82103,0.01,62.1,93.0,30.09,10.0,8.1,2
37.902241,-122.511192,0.01,68.0,68.0,30.1,10.0,3.5,2
37.711376,-121.717934,0.01,66.9,68.0,30.09,10.0,3.5,3
38.134083,-122.476372,0.01,64.4,77.0,30.12,10.0,,2
37.341419,-121.853584,0.01,69.8,64.0,30.11,10.0,,2
37.700855,-121.794495,0.01,66.9,68.0,30.09,10.0,3.5,3
38.563847,-121.636665,0.01,66.2,68.0,30.11,10.0,,3
38.011936,-121.867256,0.01,69.1,63.0,30.06,10.0,3.5,2
37.959457,-121.333038,0.01,66.0,73.0,30.09,10.0,4.6,3
37.807072,-122.475616,0.01,68.0,65.0,30.09,10.0,9.2,2
38.683201,-121.335747,0.01,62.6,77.0,30.11,10.0,,3
37.750099,-122.39225,0.01,68.0,68.0,30.11,10.0,6.9,3
37.869522,-122.304764,0.01,68.0,68.0,30.11,10.0,6.9,3
38.029495,-121.910995,0.01,68.0,65.0,30.07,10.0,,2
37.701725,-121.889877,0.01,63.0,75.0,30.1,10.0,3.5,3
37.878184999999995,-122.307175,0.01,68.0,68.0,30.11,10.0,6.9,3
38.644981,-121.388252,0.01,60.8,82.0,30.12,10.0,3.5,3
38.758034,-121.261528,0.01,60.8,82.0,30.12,10.0,3.5,3
38.000267,-122.282951,0.01,64.0,75.0,30.07,10.0,3.5,3
37.73349,-122.03231,0.01,64.0,75.0,30.14,10.0,9.2,2
38.974442,-123.101509,0.01,57.9,84.0,30.14,10.0,,2
38.496155,-122.756393,0.01,60.1,90.0,30.1,10.0,5.8,2
37.719162,-122.448273,0.01,62.1,84.0,30.13,10.0,20.7,3
37.990524,-122.31046299999998,0.01,64.0,75.0,30.07,10.0,3.5,3
37.419498,-122.09024,0.01,64.0,75.0,30.13,10.0,,2
39.308197,-123.798073,0.0,57.9,84.0,30.14,10.0,,2
38.277233,-122.299271,0.01,63.0,78.0,30.09,10.0,,2
37.953571,-121.309471,0.01,60.1,90.0,30.1,10.0,6.9,3
38.255759999999995,-122.064445,0.01,56.8,91.0,30.12,10.0,4.6,3
37.799335,-122.221046,0.01,64.0,80.0,30.12,10.0,9.2,3
37.250286,-121.913132,0.0,68.0,65.0,30.12,10.0,3.5,2
37.76722,-121.334106,0.01,60.1,90.0,30.1,10.0,6.9,3
37.905861,-122.515129,0.01,57.2,94.0,30.14,10.0,5.8,2
37.355145,-122.113548,0.01,64.0,75.0,30.13,10.0,,3
36.971661,-121.795517,0.0,55.9,100.0,30.12,1.0,,2
37.867455,-121.278961,0.01,60.1,90.0,30.1,10.0,6.9,3
37.429276,-120.774559,0.01,59.0,94.0,30.12,7.0,3.5,2
39.270809,-123.242569,0.01,57.9,84.0,30.14,10.0,,2
37.523506,-122.266846,0.01,62.6,82.0,30.14,10.0,6.9,2
37.611012,-122.069565,0.01,63.0,78.0,30.15,10.0,,3
37.554192,-122.291412,0.01,62.6,82.0,30.14,10.0,6.9,2
37.462418,-122.144402,0.01,60.8,88.0,30.12,10.0,,2
37.923286,-122.061287,0.01,61.0,78.0,30.09,10.0,,3
37.41072800000001,-121.992172,0.01,62.1,80.0,30.14,10.0,3.5,2
37.699612,-121.92953500000002,0.01,60.1,83.0,30.12,10.0,,3
37.352139,-121.838074,0.01,62.6,88.0,30.12,10.0,,3
37.056126,-121.593704,0.01,62.6,82.0,30.14,10.0,3.5,2
37.552986,-122.295914,0.01,62.6,82.0,30.14,10.0,6.9,2
37.709633,-122.074043,0.01,63.0,78.0,30.15,10.0,,2
37.347815999999995,-121.919418,0.01,64.0,78.0,30.13,10.0,11.5,3
37.380257,-120.60463,0.01,57.2,100.0,30.12,5.0,,2
37.533016,-122.32946,0.01,62.6,82.0,30.14,10.0,6.9,2
37.357258,-122.117043,0.01,62.1,80.0,30.14,10.0,3.5,3
37.360855,-121.904739,0.01,64.0,78.0,30.13,10.0,11.5,3
37.317081,-121.904427,0.01,64.0,78.0,30.13,10.0,11.5,3
37.32188,-121.8993,0.01,64.0,78.0,30.13,10.0,11.5,3
38.117317,-122.29261,0.01,57.9,84.0,30.11,10.0,4.6,2
37.43829,-122.246933,0.01,62.6,82.0,30.15,10.0,,2
37.258087,-121.963051,0.01,63.0,84.0,30.15,10.0,4.6,2
37.49807,-121.926331,0.01,61.0,81.0,30.16,10.0,,3
36.616989,-121.572845,0.01,59.0,90.0,30.16,7.0,6.9,2
37.752827,-121.466698,0.01,59.0,90.0,30.12,10.0,,3
38.613026,-121.401482,0.01,59.0,88.0,30.14,10.0,,2
37.808498,-122.366852,0.01,63.0,87.0,30.14,10.0,3.5,3
39.097538,-120.949257,0.01,64.4,,30.24,10.0,5.8,3
39.097538,-120.949257,0.01,64.4,,30.23,10.0,4.6,3
37.927231,-122.372948,0.01,57.9,84.0,30.1,10.0,3.5,3
38.008801,-121.940964,0.01,57.9,84.0,30.1,10.0,3.5,2
38.68777100000001,-121.343819,0.0,55.4,94.0,30.15,10.0,,2
37.57436,-121.88523899999998,0.01,55.0,89.0,30.14,10.0,,3
38.494385,-121.156898,0.01,51.8,94.0,30.14,10.0,,2
37.429759999999995,-120.789818,0.0,53.6,100.0,30.13,0.2,,2
38.54541,-121.344162,0.0,51.8,94.0,30.14,10.0,,2
37.682476,-122.115204,0.01,59.0,81.0,30.17,10.0,,2
37.824688,-122.31205,0.01,57.9,93.0,30.14,10.0,4.6,3
38.392536,-122.973434,0.0,53.1,100.0,30.15,1.2,3.5,2
37.966309,-122.322304,0.01,55.0,89.0,30.09,10.0,4.6,3
37.679386,-122.126755,0.01,57.9,81.0,30.15,10.0,5.8,2
37.878184999999995,-122.307175,0.01,57.0,93.0,30.13,10.0,,3
37.631313,-122.40284,0.01,60.1,80.0,30.12,10.0,3.5,2
37.890163,-122.308296,0.01,57.9,93.0,30.12,10.0,3.5,3
37.854172,-122.220558,0.01,57.9,93.0,30.12,10.0,3.5,2
38.014404,-122.08709,0.0,53.1,89.0,30.08,10.0,3.5,2
38.423717,-122.778755,0.01,48.9,100.0,30.09,8.0,5.8,2
37.807072,-122.475616,0.01,57.0,83.0,30.12,10.0,3.5,2
37.703403,-121.736855,0.01,52.0,97.0,30.14,0.2,4.6,3
37.179459,-121.712723,0.0,57.2,94.0,30.15,1.0,9.2,2
37.536701,-121.204498,0.0,52.0,89.0,30.12,4.0,,2
38.018745,-121.942017,0.01,55.9,84.0,30.1,10.0,3.5,2
37.970802,-122.320351,0.01,61.0,75.0,30.1,10.0,,3
37.688765999999994,-122.110367,0.01,61.0,83.0,30.16,5.0,4.6,3
37.73032,-122.404099,0.01,64.0,78.0,30.12,10.0,4.6,2
37.628124,-122.121002,0.01,61.0,83.0,30.16,5.0,4.6,2
38.299834999999995,-122.034073,0.01,59.5,96.0,30.14,5.0,6.9,3
37.92836,-122.323143,0.01,61.0,75.0,30.1,10.0,,3
38.261314,-122.060081,0.01,59.5,96.0,30.14,5.0,6.9,3
37.354122,-121.866264,0.01,60.8,88.0,30.15,3.0,,2
36.904167,-121.74836,0.01,61.0,93.0,30.1,10.0,4.6,2
37.940159,-122.324768,0.01,61.0,75.0,30.1,10.0,,3
37.842594,-122.2976,0.01,63.0,90.0,30.13,10.0,8.1,3
38.022038,-121.96019,0.01,61.0,75.0,30.1,10.0,,2
37.709324,-122.467308,0.01,64.0,78.0,30.12,10.0,4.6,3
37.719143,-122.448471,0.01,64.0,78.0,30.12,10.0,4.6,3
37.751354,-122.151924,0.01,66.0,81.0,30.12,10.0,6.9,3
37.756397,-122.148796,0.01,66.0,81.0,30.12,10.0,6.9,3
39.314392,-121.65995,0.0,64.0,70.0,30.16,10.0,3.5,2
38.571373,-121.515984,0.01,64.0,78.0,30.13,10.0,5.8,2
38.657207,-121.364426,0.01,60.8,82.0,30.15,10.0,4.6,3
37.628365,-122.43211399999998,0.01,66.0,75.0,30.12,10.0,6.9,3
38.091572,-122.230301,0.01,64.9,78.0,30.1,10.0,3.5,3
38.595318,-121.355286,0.0,64.4,73.0,30.13,10.0,4.6,2
38.65743300000001,-122.937859,0.0,62.1,80.0,30.1,10.0,,2
37.61301,-122.396217,0.01,66.0,75.0,30.12,10.0,6.9,2
38.171883,-122.19677,0.01,64.9,78.0,30.1,10.0,3.5,3
38.707462,-121.309219,0.01,62.6,77.0,30.14,10.0,4.6,3
37.67989,-122.075851,0.01,66.0,68.0,30.14,9.0,3.5,2
37.310513,-121.940475,0.01,64.9,73.0,30.12,7.0,,2
37.317062,-121.94059,0.01,64.9,73.0,30.12,7.0,,3
36.672482,-121.640358,0.01,66.0,70.0,30.1,10.0,6.9,2
37.501495,-122.467033,0.0,71.6,,30.1,5.0,6.9,2
37.641308,-122.4058,0.01,66.0,75.0,30.12,10.0,6.9,3
37.754192,-121.574905,0.01,69.1,63.0,30.11,10.0,,2
38.236176,-122.461472,0.01,62.6,82.0,30.14,10.0,,2
37.56638,-122.041718,0.01,68.0,65.0,30.12,10.0,4.6,3
37.33662800000001,-121.933609,0.01,68.0,65.0,30.1,9.0,,3
38.16074,-122.210815,0.01,69.1,70.0,30.09,10.0,,3
37.702541,-122.118179,0.0,68.0,65.0,30.12,10.0,4.6,2
37.642902,-121.88726,0.01,70.0,63.0,30.1,10.0,11.5,3
37.775105,-122.406853,0.01,66.0,75.0,30.1,10.0,4.6,2
37.772163,-122.40663899999998,0.01,66.0,75.0,30.1,10.0,4.6,3
38.375473,-121.95018799999998,0.01,73.0,53.0,30.13,10.0,10.4,3
37.295151,-121.81028,0.01,68.0,73.0,30.12,10.0,,2
38.56012,-121.464699,0.0,66.9,76.0,30.12,10.0,4.6,2
38.793591,-121.295799,0.01,66.2,73.0,30.13,10.0,5.8,2
38.025635,-122.563431,0.01,68.0,68.0,30.11,10.0,,2
38.096428,-122.56179,0.01,68.0,68.0,30.11,10.0,,2
37.756397,-122.148796,0.01,66.0,78.0,30.1,10.0,5.8,3
37.831745,-122.003883,0.01,71.1,57.0,30.08,10.0,8.1,3
37.274483,-122.002647,0.01,68.0,65.0,30.1,9.0,,2
37.366436,-121.901047,0.01,68.0,65.0,30.1,9.0,,2
37.547847999999995,-120.90573899999998,0.01,71.1,61.0,30.12,10.0,,2
37.772949,-122.406563,0.01,66.9,76.0,30.07,10.0,4.6,3
37.421124,-122.092476,0.01,71.1,61.0,30.09,10.0,6.9,2
37.619972,-122.075974,0.01,69.1,63.0,30.1,10.0,5.8,3
37.719162,-122.448273,0.01,66.9,76.0,30.07,10.0,4.6,3
37.778564,-122.169144,0.01,68.0,73.0,30.08,10.0,6.9,3
37.806862,-121.990784,0.01,73.0,55.0,30.05,10.0,9.2,3
36.978497,-121.990204,0.01,75.9,58.0,30.04,10.0,4.6,2
38.495739,-121.769051,0.0,71.6,57.0,30.11,8.0,8.1,2
38.479706,-122.733757,0.01,71.1,61.0,30.06,10.0,3.5,2
37.940159,-122.324768,0.01,73.0,55.0,30.05,10.0,9.2,3
39.508881,-121.587204,0.0,71.1,59.0,30.12,10.0,5.8,2
37.355114,-122.062096,0.01,71.1,61.0,30.09,10.0,6.9,2
39.122741999999995,-121.574104,0.01,72.0,57.0,30.11,10.0,8.1,2
39.491505,-122.195885,0.01,68.0,68.0,30.13,40.0,6.9,3
37.638275,-120.901169,0.01,73.0,57.0,30.09,10.0,4.6,2
37.460201,-122.140633,0.01,66.2,78.0,30.1,10.0,4.6,2
37.44923,-122.123512,0.01,66.2,78.0,30.1,10.0,4.6,2
37.803181,-122.469421,0.01,68.0,76.0,30.05,10.0,5.8,2
37.315239,-121.914902,0.01,75.9,50.0,30.04,10.0,,3
37.70171,-121.88765,0.01,73.0,53.0,30.05,10.0,11.5,3
37.700855,-121.81778,0.01,73.0,53.0,30.05,10.0,11.5,3
37.61533,-121.233704,0.0,77.0,47.0,30.06,10.0,,2
37.829319,-122.213547,0.01,69.1,70.0,30.05,10.0,6.9,2
37.575932,-122.047447,0.01,69.1,65.0,30.08,10.0,8.1,3
37.420158,-121.940659,0.01,75.9,50.0,30.04,10.0,,2
38.510281,-121.45977,0.01,73.0,61.0,30.07,10.0,5.8,2
38.505619,-121.455971,0.01,73.0,61.0,30.07,10.0,5.8,2
38.66106,-121.360207,0.01,71.6,57.0,30.09,10.0,6.9,3
37.104858,-121.129807,0.01,73.0,53.0,30.06,10.0,,2
37.485703,-120.994514,0.01,77.0,47.0,30.06,10.0,,2
37.382431,-120.708763,0.01,77.0,54.0,30.07,10.0,,2
37.60012800000001,-122.37686200000002,0.01,68.0,76.0,30.05,10.0,5.8,2
39.269077,-121.025757,0.0,75.2,,30.18,10.0,5.8,2
37.386917,-121.960556,0.01,75.9,50.0,30.04,10.0,,2
38.726315,-121.957855,0.01,75.2,47.0,30.07,10.0,10.4,3
36.98405800000001,-121.937004,0.01,79.0,54.0,30.02,10.0,4.6,2
36.983856,-121.933182,0.01,79.0,54.0,30.02,10.0,4.6,2
38.575309999999995,-121.571404,0.01,73.0,61.0,30.07,10.0,5.8,3
38.323746,-121.326454,0.01,73.0,61.0,30.07,10.0,5.8,2
39.207375,-121.067787,0.01,77.0,,30.17,9.0,3.5,2
38.572327,-121.467827,0.01,75.0,57.0,30.04,10.0,4.6,3
38.270065,-122.331276,0.0,78.1,46.0,30.01,10.0,9.2,2
37.434296,-121.919296,0.01,78.1,46.0,30.02,10.0,5.8,3
37.46876500000001,-122.155205,0.01,71.6,73.0,30.02,10.0,9.2,2
37.884322999999995,-122.053993,0.01,75.0,51.0,30.01,10.0,8.1,3
38.384773,-121.93801100000002,0.01,79.0,39.0,30.06,10.0,9.2,3
37.993195,-122.104462,0.01,75.0,51.0,29.99,10.0,8.1,2
38.223103,-122.257843,0.01,79.0,44.0,30.0,10.0,6.9,2
37.681355,-122.128021,0.01,73.0,55.0,30.04,10.0,6.9,2
38.452553,-121.37175,0.01,75.0,55.0,30.04,10.0,5.8,2
38.145718,-121.261368,0.01,75.9,50.0,30.02,10.0,,2
37.724007,-122.401474,0.01,73.9,55.0,30.01,10.0,,2
37.303162,-121.878128,0.01,75.0,55.0,30.01,10.0,5.8,2
37.684525,-122.054626,0.0,72.0,59.0,30.03,10.0,4.6,2
37.316517,-121.957802,0.01,75.0,55.0,30.01,10.0,5.8,3
37.778091,-122.401176,0.01,68.0,76.0,30.01,10.0,9.2,3
37.383540999999994,-122.069695,0.01,70.0,63.0,30.02,10.0,4.6,2
37.314029999999995,-121.827065,0.01,71.6,64.0,30.02,10.0,6.9,2
37.96006,-122.330383,0.01,72.0,55.0,29.98,10.0,3.5,3
37.939785,-122.324753,0.01,72.0,55.0,29.98,10.0,3.5,3
37.418709,-121.968895,0.01,71.1,61.0,30.0,10.0,4.6,2
38.42638400000001,-122.832062,0.01,72.0,64.0,29.99,10.0,3.5,2
38.57642,-121.312492,0.01,71.6,53.0,30.03,10.0,4.6,2
37.752502,-122.403008,0.01,68.0,76.0,30.01,10.0,9.2,2
37.527813,-121.998711,0.01,73.4,65.0,30.01,10.0,9.2,3
38.57571,-121.50843,0.01,70.0,61.0,30.02,10.0,,3
37.099556,-121.97621200000002,0.01,68.0,76.0,30.0,9.0,4.6,2
37.700111,-121.778809,0.01,64.9,70.0,30.02,10.0,5.8,3
37.380482,-121.995895,0.01,66.9,70.0,30.03,10.0,,2
37.492092,-120.734856,0.01,69.1,68.0,30.01,10.0,,2
38.113682,-122.564308,0.01,64.4,83.0,30.03,10.0,6.9,2
37.733112,-122.412216,0.01,68.0,70.0,30.01,10.0,8.1,3
37.808498,-122.366852,0.01,66.9,76.0,30.02,10.0,,3
37.644001,-122.094162,0.01,68.0,68.0,30.04,10.0,,3
36.827244,-121.708687,0.01,62.1,90.0,30.01,6.0,,2
39.206474,-120.816521,0.0,59.0,46.0,30.09,10.0,3.5,2
37.966614,-122.048759,0.01,64.9,70.0,29.99,10.0,,2
37.315025,-121.909073,0.01,70.0,63.0,30.02,10.0,,3
37.830669,-122.293343,0.01,66.0,84.0,30.02,10.0,,3
37.553684,-122.296257,0.01,66.2,78.0,30.04,10.0,,2
38.053978,-122.241493,0.01,64.9,70.0,29.99,10.0,,2
38.210506,-122.147026,0.01,57.9,87.0,30.0,10.0,,3
37.25037,-121.926575,0.01,70.0,63.0,30.02,10.0,,2
38.305786,-122.30616,0.01,57.9,87.0,30.0,10.0,,2
37.443542,-122.117233,0.01,73.4,65.0,30.01,10.0,9.2,2
37.491524,-122.219604,0.01,66.2,78.0,30.04,10.0,,2
37.708614,-122.16376499999998,0.01,66.0,84.0,30.02,10.0,,3
37.332115,-122.057243,0.01,66.0,73.0,30.04,10.0,,2
37.719559,-121.65918,0.01,61.0,78.0,30.03,10.0,3.5,3
37.414955,-121.912964,0.01,70.0,63.0,30.02,10.0,,3
37.963692,-122.511826,0.01,59.0,88.0,30.04,10.0,,2
37.421124,-122.092476,0.01,64.9,75.0,30.04,10.0,,2
37.333813,-122.053246,0.0,64.9,75.0,30.04,10.0,,1
37.700649,-121.796997,0.01,62.1,75.0,30.03,10.0,,3
38.562744,-121.641899,0.01,60.8,77.0,30.05,10.0,,3
37.821926,-122.259338,0.01,66.0,81.0,30.02,10.0,4.6,3
37.534695,-122.362328,0.01,64.0,75.0,30.03,10.0,9.2,2
37.70854600000001,-122.163666,0.01,64.0,80.0,30.03,10.0,,3
38.673309,-121.656715,0.01,57.9,97.0,30.04,10.0,4.6,3
37.428596,-122.178116,0.0,73.4,65.0,30.01,10.0,9.2,1
38.255932,-122.667526,0.0,55.4,94.0,30.06,10.0,,2
37.700405,-122.471291,0.01,64.0,75.0,30.03,10.0,,3
37.427608,-122.176437,0.0,73.4,65.0,30.01,10.0,9.2,2
37.889571999999994,-122.058487,0.01,61.0,78.0,30.0,10.0,3.5,3
37.955486,-122.053398,0.01,61.0,78.0,30.0,10.0,3.5,3
37.334465,-122.036537,0.01,63.0,81.0,30.05,10.0,,3
36.886902,-121.747047,0.01,59.0,96.0,30.03,10.0,,2
37.595043,-121.030289,0.01,61.0,87.0,30.04,8.0,,2
38.642693,-121.429085,0.01,59.0,82.0,30.06,10.0,4.6,3
37.663826,-121.028404,0.01,61.0,87.0,30.04,8.0,,2
37.90270200000001,-122.515602,0.01,57.2,94.0,30.04,10.0,,2
38.43718300000001,-122.718155,0.01,59.0,93.0,30.01,10.0,,2
37.725777,-122.446198,0.01,64.9,75.0,30.04,10.0,,3
37.33585,-122.058739,0.01,63.0,78.0,30.05,10.0,,3
38.583015,-121.50322,0.01,55.0,100.0,30.05,8.0,,3
37.45882,-122.137894,0.01,73.4,65.0,30.01,10.0,9.2,2
37.364319,-121.90184,0.01,62.1,80.0,30.04,10.0,,2
38.257252,-122.647659,0.01,55.4,94.0,30.08,10.0,3.5,2
38.457039,-121.410545,0.01,53.1,100.0,30.05,1.8,,2
37.878184999999995,-122.307175,0.01,61.0,90.0,30.04,10.0,3.5,3
37.824085,-122.267754,0.01,61.0,90.0,30.04,10.0,3.5,2
37.78511,-122.215271,0.01,61.0,90.0,30.04,10.0,3.5,2
37.415833,-121.977654,0.01,57.9,87.0,30.06,10.0,,2
37.580811,-122.404182,0.01,59.0,83.0,30.04,10.0,5.8,3
37.088932,-121.59922,0.01,53.6,94.0,30.06,10.0,3.5,2
37.544537,-122.288055,0.01,57.2,94.0,30.06,10.0,,2
37.825237,-122.305832,0.01,57.0,93.0,30.04,10.0,,3
37.400574,-122.03569,0.01,57.0,87.0,30.05,10.0,,2
37.255756,-121.875954,0.01,53.6,94.0,30.09,10.0,,2
37.879597,-122.226028,0.01,51.1,89.0,30.04,10.0,3.5,2
37.173054,-122.058403,2.77,55.0,86.0,30.07,10.0,5.8,2
37.808498,-122.366852,0.01,61.0,90.0,30.06,10.0,9.2,3
38.27066,-122.667992,0.01,55.4,100.0,30.1,10.0,3.5,2
37.690762,-122.069969,0.01,64.0,75.0,30.09,8.0,4.6,3
37.608707,-122.068192,0.01,64.0,75.0,30.09,8.0,4.6,3
37.519871,-121.983154,0.01,62.6,94.0,30.06,10.0,5.8,3
37.535507,-122.075211,0.01,64.0,75.0,30.09,8.0,4.6,2
37.691016999999995,-122.07106,0.01,64.0,75.0,30.09,8.0,4.6,3
37.563835,-122.038307,0.01,62.6,94.0,30.06,10.0,5.8,2
37.927975,-122.322876,0.01,64.0,73.0,30.04,10.0,3.5,3
37.54982,-122.054665,0.01,62.6,94.0,30.06,10.0,5.8,2
37.38353,-121.96958899999998,0.01,63.0,75.0,30.06,9.0,3.5,2
36.916817,-121.731682,0.0,62.1,86.0,30.05,10.0,,2
37.374802,-120.650032,0.0,60.8,100.0,30.1,5.0,,2
38.247784,-122.62973,0.01,60.8,88.0,30.1,10.0,,2
37.784985,-122.392754,0.01,64.9,93.0,30.06,10.0,,3
37.54567700000001,-122.022263,0.01,64.4,88.0,30.06,10.0,4.6,3
36.67870300000001,-121.735077,0.01,69.1,54.0,30.05,10.0,15.0,2
37.532001,-122.006493,0.01,64.4,88.0,30.06,10.0,4.6,3
37.649753999999994,-122.452408,0.01,64.0,87.0,30.06,10.0,,3
36.807663,-121.715767,0.0,69.1,54.0,30.05,10.0,15.0,2
36.716988,-121.661072,0.01,69.1,54.0,30.05,10.0,15.0,2
38.495724,-121.44548,0.01,64.0,75.0,30.09,10.0,,2
38.662716,-120.937653,0.01,73.4,33.0,30.18,10.0,4.6,2
37.632156,-122.437218,0.01,64.0,87.0,30.06,10.0,,3
37.374687,-121.932213,0.01,68.0,65.0,30.06,9.0,,2
37.969894,-121.922874,0.01,66.9,66.0,30.04,10.0,4.6,2
36.770687,-121.765244,0.01,69.1,54.0,30.05,10.0,15.0,2
37.328152,-121.111046,0.01,69.1,68.0,30.08,5.0,3.5,3
38.601768,-122.864983,0.01,63.0,81.0,30.05,10.0,,2
37.481064,-122.208504,0.0,64.4,83.0,30.07,10.0,,2
37.563744,-122.273224,0.01,64.4,83.0,30.07,10.0,,2
37.549904,-122.025429,0.01,66.2,83.0,30.05,10.0,4.6,3
37.322556,-121.835693,0.01,75.2,53.0,30.06,10.0,5.8,2
38.645573,-122.90712,0.01,68.0,68.0,30.03,10.0,3.5,2
37.688747,-122.135323,0.01,68.0,63.0,30.07,9.0,,3
36.707752,-121.613487,0.0,73.9,50.0,30.04,10.0,13.8,2
38.427345,-121.482483,0.01,66.9,68.0,30.08,10.0,4.6,3
38.316666,-122.307266,0.01,70.0,63.0,30.03,10.0,6.9,2
37.436035,-122.244263,0.01,64.4,83.0,30.07,10.0,,3
38.010159,-122.228294,0.01,68.0,61.0,30.03,10.0,4.6,2
37.78862,-122.199303,0.01,66.0,87.0,30.05,10.0,4.6,3
37.96051,-122.04261,0.01,68.0,61.0,30.03,10.0,4.6,2
37.325176,-121.886246,0.01,71.1,61.0,30.04,9.0,,3
38.022038,-121.96019,0.01,68.0,61.0,30.03,10.0,4.6,2
37.12648,-121.733307,0.0,71.6,64.0,30.05,10.0,,2
37.325233,-122.003784,0.01,73.0,57.0,30.01,9.0,3.5,3
36.987784999999995,-121.958359,0.0,75.9,60.0,30.0,10.0,3.5,2
37.312126,-121.940453,0.01,73.0,57.0,30.01,9.0,3.5,3
38.509098,-122.77271299999998,0.01,71.1,61.0,30.01,10.0,,2
37.258884,-121.931343,0.01,73.0,57.0,30.01,9.0,3.5,2
37.334145,-121.861221,0.01,75.2,53.0,30.04,10.0,4.6,3
38.568821,-121.330826,0.01,71.6,57.0,30.06,10.0,,2
38.629734,-121.32827,0.01,68.0,64.0,30.08,10.0,4.6,2
37.838778999999995,-120.625237,0.01,80.6,32.0,30.13,10.0,,2
37.952263,-122.327911,0.01,72.0,55.0,30.0,10.0,8.1,3
37.737331,-122.19333600000002,0.01,66.9,81.0,30.03,10.0,5.8,3
37.529758,-122.00235,0.01,71.6,64.0,30.02,10.0,,3
37.806862,-121.990784,0.01,72.0,55.0,30.0,10.0,8.1,3
38.0191,-121.94288600000002,0.01,72.0,55.0,30.0,10.0,8.1,2
37.396603000000006,-121.874573,0.01,73.0,57.0,30.01,9.0,3.5,3
38.661053,-121.359779,0.01,68.0,68.0,30.07,10.0,4.6,2
37.690033,-122.137177,0.01,72.0,57.0,30.04,10.0,5.8,3
39.219219,-121.60125,0.01,72.0,53.0,30.07,,4.6,2
38.907597,-121.487801,0.01,69.8,53.0,30.04,10.0,,2
37.397490999999995,-122.157906,0.01,69.8,78.0,30.0,10.0,9.2,2
37.454246999999995,-121.923073,0.01,73.0,57.0,30.01,9.0,3.5,3
37.323948,-121.892509,0.01,73.0,57.0,30.01,9.0,3.5,2
38.604343,-121.27597,0.01,71.6,57.0,30.06,10.0,,2
37.448971,-120.849113,0.01,73.0,57.0,30.04,6.0,,2
39.01857,-120.828926,0.0,73.4,50.0,30.1,10.0,4.6,2
37.97348,-122.5214,0.01,71.6,57.0,30.03,10.0,5.8,2
37.752502,-122.403008,0.01,69.1,70.0,30.01,10.0,6.9,2
37.515198,-121.940125,0.01,73.0,57.0,30.01,10.0,5.8,3
37.346218,-120.923805,0.01,75.2,61.0,30.03,5.0,,2
37.617943,-122.074799,0.01,70.0,61.0,30.03,8.0,6.9,3
37.50779,-121.968109,0.01,69.8,78.0,30.0,10.0,9.2,3
37.258457,-121.96344,0.01,77.0,48.0,29.99,10.0,4.6,2
38.57582100000001,-122.552795,0.01,73.0,59.0,29.99,10.0,3.5,2
36.952007,-121.722633,0.01,81.0,47.0,29.98,10.0,4.6,2
38.45253,-121.334732,0.01,72.0,61.0,30.03,10.0,,2
38.702293,-121.331718,0.01,69.8,60.0,30.05,10.0,3.5,2
39.0355,-121.095848,0.01,73.4,50.0,30.08,10.0,,2
37.621433,-122.077316,0.01,70.0,61.0,30.03,8.0,6.9,3
37.789417,-122.406967,0.01,69.1,70.0,30.01,10.0,6.9,2
37.802147,-122.280334,0.01,69.1,70.0,30.01,10.0,6.9,3
37.713684,-122.17128,0.01,69.1,70.0,30.01,10.0,6.9,3
37.708881,-122.069717,0.0,70.0,61.0,30.03,8.0,6.9,2
37.429478,-121.918472,0.01,77.0,48.0,29.99,10.0,4.6,3
37.410244,-121.911331,0.01,77.0,48.0,29.99,10.0,4.6,3
37.344486,-121.845154,0.01,77.0,54.0,30.01,10.0,8.1,3
37.846264,-120.559464,0.01,75.2,47.0,30.11,10.0,,2
37.648651,-122.096718,0.01,70.0,61.0,30.03,8.0,6.9,3
37.535507,-122.075211,0.01,70.0,61.0,30.03,8.0,6.9,2
36.989715999999994,-121.974846,0.0,81.0,47.0,29.98,10.0,4.6,2
37.966373,-121.739578,0.01,72.0,57.0,29.98,10.0,5.8,2
37.634972,-122.086952,0.01,71.1,59.0,30.02,10.0,6.9,3
37.520306,-121.98381,0.01,69.8,78.0,29.99,10.0,8.1,3
38.012722,-121.872017,0.01,72.0,55.0,29.98,10.0,8.1,2
37.339455,-121.852043,0.01,77.0,50.0,30.01,10.0,8.1,2
37.70002,-121.071472,0.01,75.9,54.0,30.01,5.0,3.5,2
38.389492,-122.716248,0.01,75.0,55.0,29.98,10.0,3.5,2
38.415916,-122.716103,0.01,75.0,55.0,29.98,10.0,3.5,2
37.56638,-122.041718,0.01,71.1,59.0,30.02,10.0,6.9,3
37.701716999999995,-121.889565,0.01,72.0,61.0,30.0,10.0,8.1,3
